year_manufactured,brand,model,km_tra,fuel,trans,rto,emi,sale_price
2018,Honda,Amaze,29472,Diesel,Manual,Karnataka,12499.0,639000.0
2021,Renault,Kwid,28242,Petrol,Auto,Maharashtra,6798.0,385000.0
2015,Maruti,Wagon R 1.0,36091,Petrol,Manual,Telangana,7847.0,298000.0
2016,Ford,Ecosport,63038,Petrol,Manual,Delhi,8897.0,400000.0
2016,Maruti,Celerio,49097,Petrol,Auto,Karnataka,7891.0,355000.0
2020,KIA,SONET,38690,Petrol,Manual,Bihar,11162.0,632000.0
2021,Mahindra,BOLERO NEO,124389,Diesel,Manual,Gujarat,17625.0,811000.0
2021,KIA,SONET,57281,Petrol,Manual,Punjab,12792.0,725000.0
2015,Maruti,Ciaz,58073,Petrol,Manual,Karnataka,12877.0,489000.0
2021,Maruti,New Wagon-R,68800,CNG,Manual,Haryana,6917.0,392000.0
2017,Maruti,Ertiga,35639,Petrol,Manual,Karnataka,12975.0,664000.0
2020,Renault,Kwid,55015,Petrol,Auto,Madhya Pradesh,5945.0,337000.0
2013,Honda,Brio,96095,Petrol,Manual,Gujarat,8481.0,180000.0
2019,Datsun,Redi Go,64501,Petrol,Manual,Kerala,2471.0,140000.0
2019,Maruti,Swift,31645,Petrol,Manual,Delhi,6857.0,388000.0
2017,Volkswagen,Polo,67638,Petrol,Manual,Telangana,7425.0,380000.0
2022,Mahindra,XUV300,35457,Petrol,Auto,Uttar Pradesh,11928.0,676000.0
2016,Hyundai,Elite i20,146409,Petrol,Manual,Tamil Nadu,8230.0,370000.0
2021,Maruti,Swift,54128,Petrol,Manual,Karnataka,10013.0,567000.0
2021,Tata,NEXON,60757,Diesel,Auto,Haryana,14974.0,673000.0
2016,Maruti,Alto K10,64491,Petrol,Manual,Haryana,4967.0,223000.0
2021,Honda,City,49297,Petrol,Manual,Uttar Pradesh,11960.0,678000.0
2023,Hyundai,AURA,33627,CNG,Manual,Uttar Pradesh,9681.0,548000.0
2015,Hyundai,Elite i20,72918,Petrol,Manual,Maharashtra,10215.0,388000.0
2015,Honda,Jazz,80054,Petrol,Auto,Karnataka,9717.0,369000.0
2017,Volkswagen,Polo,65305,Petrol,Auto,Tamil Nadu,10392.0,532000.0
2023,Toyota,INNOVA HYCROSS,48418,Hybrid,Auto,Maharashtra,51795.0,3025000.0
2023,Tata,ALTROZ,37220,Petrol,Manual,Rajasthan,12164.0,689000.0
2022,Hyundai,Creta,36777,Diesel,Manual,Haryana,19691.0,1150000.0
2020,Maruti,Baleno,33370,Petrol,Manual,Karnataka,10274.0,582000.0
2016,Honda,Jazz,61368,Petrol,Manual,Karnataka,9480.0,426000.0
2019,Ford,FREESTYLE,92867,Petrol,Manual,Kerala,7679.0,435000.0
2023,KIA,SELTOS,39263,Petrol,Auto,Gujarat,21061.0,1230000.0
2016,Hyundai,Eon,71700,CNG,Manual,Gujarat,5494.0,165000.0
2018,Maruti,Celerio,40035,Petrol,Manual,Punjab,6421.0,364000.0
2016,Hyundai,i20 Active,65470,Diesel,Manual,Tamil Nadu,10086.0,383000.0
2017,Jeep,Compass,95707,Petrol,Auto,Gujarat,12923.0,661000.0
2013,Hyundai,i10,31600,Petrol,Manual,West Bengal,6755.0,144000.0
2022,MG,ASTOR,34052,Petrol,Manual,Gujarat,14049.0,820000.0
2018,Maruti,IGNIS,15249,Petrol,Auto,Maharashtra,6971.0,395000.0
2016,Maruti,Alto K10,44783,Petrol,Auto,Kerala,6451.0,290000.0
2016,Hyundai,Grand i10,15834,Petrol,Manual,Rajasthan,8427.0,379000.0
2023,Mahindra,XUV300,8518,Petrol,Manual,West Bengal,12710.0,720000.0
2017,Renault,Kwid,20515,Petrol,Auto,Gujarat,4707.0,241000.0
2017,Honda,WR-V,55352,Petrol,Manual,West Bengal,7508.0,384000.0
2018,Maruti,Swift,61367,Petrol,Auto,Karnataka,8305.0,470000.0
2016,Hyundai,Grand i10,78273,Petrol,Manual,Telangana,7424.0,334000.0
2023,Nissan,MAGNITE,30301,Petrol,Manual,Gujarat,6781.0,384000.0
2018,Honda,Brio,62024,Petrol,Manual,Karnataka,6765.0,383000.0
2022,Mahindra,BOLERO NEO,114913,Diesel,Manual,West Bengal,14681.0,660000.0
2017,Hyundai,Grand i10,86420,Petrol,Manual,Karnataka,6823.0,349000.0
2022,Mahindra,XUV700,59885,Petrol,Manual,Delhi,21802.0,1273000.0
2015,Hyundai,Grand i10,45424,Petrol,Manual,Maharashtra,9138.0,347000.0
2023,Tata,NEXON,28958,Petrol,Auto,Delhi,11847.0,671000.0
2019,Maruti,Ciaz,25604,Petrol,Manual,Haryana,10527.0,596000.0
2020,Hyundai,AURA,37271,Petrol,Manual,Karnataka,8297.0,470000.0
2014,Hyundai,Elite i20,62552,Petrol,Manual,Karnataka,13352.0,402000.0
2022,Maruti,Ciaz,69755,Petrol,Manual,Rajasthan,11651.0,660000.0
2016,Hyundai,Grand i10,56646,Petrol,Manual,Maharashtra,6618.0,298000.0
2020,Hyundai,Elite i20,31757,Petrol,Manual,Karnataka,7750.0,439000.0
2013,Maruti,Ertiga,80931,Petrol,Manual,Maharashtra,17556.0,373000.0
2013,Renault,Duster,81336,Diesel,Manual,Kerala,27552.0,310000.0
2017,Hyundai,Verna,34773,Petrol,Auto,Karnataka,13705.0,701000.0
2019,Hyundai,Elite i20,51274,Petrol,Auto,Gujarat,8606.0,488000.0
2019,Hyundai,Elite i20,61702,Petrol,Manual,Uttar Pradesh,6546.0,371000.0
2020,Maruti,Swift,86934,Petrol,Auto,West Bengal,5858.0,332000.0
2014,Hyundai,Xcent,81887,Petrol,Manual,Maharashtra,8769.0,264000.0
2015,Hyundai,Grand i10,36778,Petrol,Auto,Maharashtra,9006.0,342000.0
2012,Toyota,Etios,91979,Petrol,Manual,Delhi,13367.0,150000.0
2021,Ford,Ecosport,44845,Diesel,Manual,Gujarat,14897.0,870000.0
2020,MG,HECTOR PLUS,91408,Petrol,Manual,West Bengal,20833.0,1217000.0
2021,Hyundai,VENUE,72545,Petrol,Manual,Haryana,11265.0,638000.0
2018,Honda,Amaze,70259,Diesel,Manual,Karnataka,9091.0,465000.0
2015,Honda,City,78070,Petrol,Auto,Haryana,10618.0,403000.0
2023,Hyundai,AURA,27624,Petrol,Auto,Maharashtra,10858.0,615000.0
2021,Hyundai,NEW I20 N LINE,48515,Petrol,Manual,Gujarat,11033.0,625000.0
2020,Maruti,Baleno,60541,CNG,Manual,Gujarat,9345.0,529000.0
2022,Mahindra,XUV300,18956,Petrol,Auto,Uttar Pradesh,11928.0,676000.0
2023,Maruti,FRONX,46348,Petrol,Auto,Maharashtra,12453.0,705000.0
2022,Mahindra,XUV700,49147,Diesel,Manual,Telangana,25341.0,1480000.0
2016,Renault,Kwid,48002,Petrol,Manual,Tamil Nadu,4449.0,200000.0
2021,KIA,SONET,94136,Diesel,Auto,Gujarat,12710.0,720000.0
2021,Ford,FREESTYLE,42627,Petrol,Manual,Karnataka,10171.0,576000.0
2019,Hyundai,NEW SANTRO,16359,Petrol,Auto,West Bengal,6560.0,372000.0
2022,KIA,SELTOS,72277,Diesel,Manual,Telangana,21403.0,1250000.0
2021,Maruti,Vitara Brezza,62466,Petrol,Manual,West Bengal,11922.0,675000.0
2023,Skoda,KUSHAQ,66576,Petrol,Manual,Bihar,16520.0,965000.0
2017,Maruti,IGNIS,55514,Petrol,Auto,Maharashtra,5565.0,285000.0
2019,Volkswagen,Polo,75489,Petrol,Manual,Punjab,6020.0,341000.0
2021,BMW,X7,40603,Diesel,Auto,Maharashtra,133538.0,7799000.0
2021,MG,HECTOR,17568,Petrol,Auto,Maharashtra,22259.0,1300000.0
2012,Hyundai,i20,89094,Petrol,Manual,Maharashtra,19547.0,220000.0
2021,Honda,Jazz,37560,Petrol,Auto,West Bengal,9082.0,514000.0
2021,Skoda,Kodiaq,80095,Petrol,Auto,Maharashtra,42720.0,2495000.0
2018,Maruti,Alto 800,24767,Petrol,Manual,West Bengal,3795.0,215000.0
2022,Tata,ALTROZ,22656,Petrol,Manual,Tamil Nadu,7944.0,450000.0
2022,Skoda,SLAVIA,51064,Petrol,Manual,Rajasthan,15156.0,885000.0
2022,Hyundai,Creta,57862,Petrol,Auto,Gujarat,20718.0,1210000.0
2016,Tata,Tiago,82759,Petrol,Manual,Karnataka,7215.0,324000.0
2023,KIA,SELTOS,71001,Diesel,Manual,Gujarat,21749.0,1270000.0
2019,Ford,FREESTYLE,39101,Petrol,Manual,Kerala,6090.0,345000.0
2020,Maruti,Ertiga,64200,Petrol,Manual,Uttar Pradesh,12164.0,689000.0
2022,Tata,Harrier,75663,Diesel,Auto,Uttar Pradesh,27615.0,1451000.0
2017,Renault,Kwid,63116,Petrol,Manual,West Bengal,3128.0,160000.0
2019,Skoda,Octavia,41724,Petrol,Auto,West Bengal,21050.0,1229000.0
2017,Hyundai,Elite i20,130496,Petrol,Manual,Maharashtra,6162.0,277000.0
2019,KIA,SELTOS,74030,Diesel,Auto,Uttar Pradesh,31653.0,967000.0
2019,Maruti,Baleno,40882,Petrol,Auto,Karnataka,10289.0,583000.0
2018,Volkswagen,Polo,43661,Petrol,Manual,Gujarat,6090.0,345000.0
2019,Datsun,Redi Go,15962,Petrol,Auto,Kerala,4365.0,247000.0
2021,Maruti,New Wagon-R,80358,Petrol,Manual,Chandigarh,5155.0,292000.0
2021,MG,HECTOR,90805,Diesel,Manual,Kerala,18458.0,1078000.0
2021,Nissan,MAGNITE,21197,Petrol,Manual,Delhi,7876.0,446000.0
2023,Hyundai,Creta,37215,Petrol,Manual,Delhi,17735.0,1036000.0
2017,Hyundai,Elite i20,20022,Petrol,Manual,Bihar,6843.0,350000.0
2013,Hyundai,New Elantra,34857,Petrol,Manual,Maharashtra,17041.0,362000.0
2021,Hyundai,GRAND I10 NIOS,83985,Petrol,Manual,Gujarat,8188.0,464000.0
2013,Toyota,Etios Liva,26072,Petrol,Manual,Maharashtra,8426.0,179000.0
2016,Datsun,Redi Go,70807,Petrol,Manual,Karnataka,4160.0,187000.0
2015,Hyundai,Grand i10,54384,Petrol,Manual,Delhi,7057.0,268000.0
2022,Toyota,Innova Crysta,134428,Diesel,Auto,Maharashtra,56530.0,2600000.0
2018,Tata,NEXON,47242,Petrol,Manual,Karnataka,10976.0,622000.0
2025,Maruti,Celerio,197,Petrol,Manual,West Bengal,8301.0,470000.0
2021,MG,HECTOR PLUS,84771,Diesel,Manual,Telangana,21831.0,1275000.0
2023,Tata,PUNCH,35762,CNG,Manual,Haryana,10231.0,580000.0
2013,Hyundai,i20,96543,CNG,Manual,Gujarat,,189000.0
2019,Hyundai,Verna,84490,Petrol,Manual,Karnataka,12334.0,699000.0
2020,Hyundai,NEW SANTRO,46872,Petrol,Manual,Karnataka,5979.0,339000.0
2017,Datsun,Redi Go,54363,Petrol,Manual,Delhi,3363.0,172000.0
2016,Renault,Kwid,81516,Petrol,Manual,Gujarat,3765.0,169000.0
2024,Tata,NEXON,16763,Petrol,Manual,Karnataka,15138.0,884000.0
2017,Honda,Jazz,73792,Petrol,Auto,Punjab,6706.0,343000.0
2022,MG,ASTOR,17450,Petrol,Auto,Karnataka,20290.0,1185000.0
2017,Renault,Kwid,36725,Petrol,Manual,West Bengal,3222.0,165000.0
2017,Renault,Duster,68187,Diesel,Manual,Haryana,8787.0,395000.0
2023,Tata,NEXON,20796,Petrol,Manual,Telangana,16864.0,985000.0
2022,Maruti,Swift,61509,Petrol,Auto,Uttar Pradesh,12004.0,680000.0
2022,Hyundai,GRAND I10 NIOS,38711,Petrol,Manual,Telangana,9795.0,555000.0
2024,Mahindra,Thar,36893,Diesel,Manual,Haryana,19691.0,1150000.0
2016,Tata,Tiago,84075,Petrol,Manual,Delhi,5628.0,253000.0
2018,Maruti,Vitara Brezza,84773,Diesel,Manual,Uttar Pradesh,8504.0,435000.0
2019,Hyundai,Creta,85070,Petrol,Auto,Haryana,14044.0,796000.0
2016,Maruti,Alto 800,32405,Petrol,Manual,Delhi,3604.0,162000.0
2016,Tata,Tiago,82945,Petrol,Manual,Maharashtra,5828.0,262000.0
2021,Maruti,Baleno,72139,Petrol,Manual,Rajasthan,7084.0,401000.0
2015,Hyundai,Eon,91906,Petrol,Manual,Uttar Pradesh,3950.0,150000.0
2018,Tata,NEXON,76932,Petrol,Auto,Karnataka,11207.0,635000.0
2017,Ford,Ecosport,81698,Diesel,Manual,Karnataka,8742.0,393000.0
2020,Ford,New Figo,71297,Petrol,Manual,Maharashtra,6866.0,389000.0
2018,Hyundai,Elite i20,68788,Petrol,Manual,Maharashtra,6355.0,360000.0
2012,Hyundai,i10,62494,Petrol,Manual,Maharashtra,16284.0,183000.0
2023,BMW,Z4,28878,Petrol,Auto,Maharashtra,148965.0,8700000.0
2015,Mercedes,Benz GLA Class,31793,Petrol,Auto,Maharashtra,35538.0,1375000.0
2018,Renault,Kwid,99091,Petrol,Manual,Maharashtra,3146.0,178000.0
2014,Hyundai,i20,18284,Petrol,Manual,Maharashtra,7966.0,240000.0
2020,Renault,Kwid,33217,Petrol,Manual,Bihar,5119.0,290000.0
2019,Volkswagen,Polo,75551,Petrol,Manual,Kerala,6443.0,365000.0
2016,Hyundai,Creta,48769,Petrol,Manual,Karnataka,14459.0,650000.0
2016,Renault,Kwid,80826,Petrol,Manual,Maharashtra,4276.0,192000.0
2018,Maruti,Alto 800,32383,Petrol,Manual,Karnataka,3742.0,212000.0
2016,Honda,Jazz,34714,Petrol,Manual,Maharashtra,6162.0,277000.0
2021,Renault,Kiger,39237,Petrol,Auto,Maharashtra,9857.0,558000.0
2022,Tata,Tiago,39779,Petrol,Manual,Karnataka,9691.0,549000.0
2021,Maruti,Celerio,37222,Petrol,Manual,Karnataka,7493.0,424000.0
2023,Maruti,Grand Vitara,24566,CNG,Manual,Maharashtra,16883.0,986000.0
2020,Toyota,YARIS,77809,Petrol,Auto,Rajasthan,12308.0,697000.0
2024,Maruti,Baleno,10455,Petrol,Manual,Karnataka,13844.0,784000.0
2019,Hyundai,NEW SANTRO,36924,Petrol,Manual,Karnataka,5119.0,290000.0
2014,Maruti,Swift Dzire,40494,Petrol,Manual,Delhi,6477.0,195000.0
2022,Renault,Kiger,35730,Petrol,Manual,Maharashtra,9927.0,562000.0
2021,Volkswagen,TAIGUN,56630,Petrol,Manual,Gujarat,15667.0,915000.0
2017,Hyundai,Grand i10,36789,Petrol,Manual,Maharashtra,8040.0,411000.0
2023,Tata,ALTROZ,30120,Petrol,Auto,Gujarat,11441.0,648000.0
2019,MG,HECTOR,86762,Diesel,Manual,West Bengal,13685.0,775000.0
2020,Maruti,Vitara Brezza,33233,Petrol,Manual,Uttar Pradesh,8752.0,496000.0
2022,KIA,CARENS,42428,Petrol,Auto,Kerala,24023.0,1403000.0
2019,Honda,Civic,74847,Petrol,Auto,Gujarat,14895.0,870000.0
2016,Hyundai,Creta,31439,Petrol,Manual,Tamil Nadu,11672.0,525000.0
2023,Tata,TIGOR,19770,CNG,Manual,Maharashtra,11375.0,644000.0
2020,Tata,Tiago,138921,Petrol,Manual,Telangana,7046.0,317000.0
2020,Renault,Kwid,97788,Petrol,Manual,Uttar Pradesh,3490.0,198000.0
2013,Maruti,Wagon R 1.0,91826,Petrol,Manual,Maharashtra,9273.0,197000.0
2019,Nissan,Kicks,48512,Diesel,Manual,Karnataka,10345.0,586000.0
2023,Maruti,Baleno,47454,Petrol,Manual,Haryana,8473.0,480000.0
2016,Hyundai,Grand i10,67313,Petrol,Manual,Maharashtra,7652.0,344000.0
2020,KIA,SONET,68265,Petrol,Manual,Tamil Nadu,11209.0,635000.0
2018,Ford,Ecosport,59396,Petrol,Manual,Karnataka,11514.0,652000.0
2020,KIA,SELTOS,90284,Petrol,Auto,Maharashtra,17610.0,1028000.0
2021,Maruti,Ertiga,52323,Petrol,Auto,Karnataka,14334.0,837000.0
2016,Hyundai,Grand i10,67039,Petrol,Manual,Gujarat,7414.0,333000.0
2018,Ford,Ecosport,104012,Diesel,Manual,Gujarat,12396.0,557000.0
2019,Maruti,New Wagon-R,67064,Petrol,Manual,Delhi,6248.0,354000.0
2020,KIA,SELTOS,92058,Petrol,Manual,Telangana,13714.0,777000.0
2021,Tata,ALTROZ,42989,Petrol,Manual,Haryana,6654.0,377000.0
2019,Maruti,Swift,106176,Petrol,Manual,Karnataka,8787.0,395000.0
2019,Tata,Tiago,85935,Petrol,Manual,Haryana,4766.0,270000.0
2023,MG,HECTOR PLUS,19282,Petrol,Auto,Maharashtra,29536.0,1725000.0
2020,Maruti,Celerio X,17849,Petrol,Auto,Maharashtra,8067.0,457000.0
2012,Hyundai,i20,39730,Petrol,Manual,West Bengal,15548.0,175000.0
2021,Mahindra,XUV300,46170,Petrol,Auto,Maharashtra,13294.0,753000.0
2017,Tata,Tiago,68190,Petrol,Auto,Maharashtra,5220.0,267000.0
2021,Nissan,MAGNITE,91883,Petrol,Manual,Tamil Nadu,7963.0,451000.0
2016,Volkswagen,Ameo,56741,Petrol,Manual,Madhya Pradesh,6006.0,270000.0
2021,Mahindra,XUV300,59809,Petrol,Auto,Karnataka,12277.0,696000.0
2016,Renault,Kwid,85448,Petrol,Manual,Maharashtra,4404.0,198000.0
2019,Maruti,S PRESSO,41063,Petrol,Manual,Gujarat,5438.0,308000.0
2016,Maruti,Wagon R 1.0,46454,Petrol,Auto,Maharashtra,6451.0,290000.0
2023,Maruti,Alto K10,17729,Petrol,Manual,Gujarat,5821.0,330000.0
2022,Skoda,SLAVIA,74692,Petrol,Auto,Gujarat,13977.0,792000.0
2014,Hyundai,Xcent,54105,Petrol,Manual,Karnataka,10629.0,320000.0
2023,Tata,TIGOR,42455,Petrol,Manual,Haryana,6712.0,380000.0
2019,Datsun,Redi Go,28989,Petrol,Manual,Delhi,2847.0,161000.0
2013,Honda,Brio,119328,Petrol,Manual,Karnataka,9132.0,194000.0
2019,Hyundai,Verna,73350,Petrol,Manual,Gujarat,9797.0,555000.0
2022,KIA,SELTOS,30115,Petrol,Manual,Karnataka,16999.0,993000.0
2015,Hyundai,Grand i10,43158,Petrol,Manual,Maharashtra,7511.0,285000.0
2017,Mahindra,XUV500,63774,Diesel,Manual,Karnataka,18481.0,850000.0
2022,Maruti,Swift,50396,Petrol,Auto,Kerala,12357.0,700000.0
2021,Renault,Kiger,38927,Petrol,Manual,Haryana,6976.0,395000.0
2019,Maruti,IGNIS,110599,Petrol,Auto,Madhya Pradesh,7765.0,349000.0
2018,Ford,FREESTYLE,56895,Petrol,Manual,Gujarat,6117.0,346000.0
2022,MG,ASTOR,42010,Petrol,Auto,Haryana,16949.0,990000.0
2020,MG,HECTOR,77300,Diesel,Manual,Karnataka,15170.0,886000.0
2021,Maruti,S PRESSO,43572,CNG,Manual,Maharashtra,5847.0,331000.0
2023,Maruti,S PRESSO,45934,Petrol,Manual,Haryana,4978.0,282000.0
2017,Maruti,Celerio,93109,Petrol,Auto,Telangana,5552.0,284000.0
2021,Tata,Tiago,42189,Petrol,Manual,Karnataka,6938.0,393000.0
2018,Maruti,IGNIS,95105,Petrol,Manual,Telangana,5013.0,284000.0
2018,Datsun,Redi Go,90295,Petrol,Manual,Maharashtra,2651.0,150000.0
2022,Renault,Kiger,43687,CNG,Manual,Gujarat,8039.0,455000.0
2015,Honda,Amaze,53394,Petrol,Manual,Maharashtra,6030.0,229000.0
2015,Maruti,Alto 800,99324,Petrol,Manual,Tamil Nadu,3976.0,151000.0
2015,Maruti,Alto 800,37675,Petrol,Manual,Telangana,4240.0,161000.0
2021,Toyota,YARIS,39157,Petrol,Manual,Maharashtra,10662.0,604000.0
2021,Hyundai,Creta,75736,Petrol,Manual,Tamil Nadu,13716.0,777000.0
2017,Datsun,Redi Go,8468,Petrol,Manual,Uttar Pradesh,2620.0,134000.0
2020,Maruti,Swift,49751,Petrol,Manual,Madhya Pradesh,7795.0,442000.0
2021,Tata,TIGOR,37084,Petrol,Manual,Uttar Pradesh,6617.0,375000.0
2023,KIA,SONET,66402,Petrol,Manual,Telangana,14554.0,850000.0
2015,Maruti,Swift Dzire,54322,Petrol,Manual,Haryana,6578.0,250000.0
2025,Tata,Tiago,3607,CNG,Manual,Madhya Pradesh,13767.0,780000.0
2022,Mahindra,BOLERO NEO,60038,Diesel,Manual,West Bengal,12763.0,723000.0
2014,Maruti,Alto 800,66905,Petrol,Manual,Tamil Nadu,5421.0,163000.0
2018,Maruti,Alto 800,57223,CNG,Manual,Haryana,4961.0,223000.0
2016,Datsun,Redi Go,30266,Petrol,Manual,Maharashtra,2870.0,129000.0
2020,MG,HECTOR,88474,Petrol,Auto,Delhi,14419.0,842000.0
2018,Honda,Amaze,24558,Petrol,Manual,Maharashtra,7732.0,438000.0
2021,KIA,SONET,43438,Petrol,Manual,Karnataka,13119.0,743000.0
2017,Maruti,Dzire,43818,Petrol,Manual,Maharashtra,7894.0,404000.0
2017,Honda,City,94978,Diesel,Manual,Gujarat,8415.0,378000.0
2023,Tata,Tiago,33567,Petrol,Manual,Haryana,6408.0,363000.0
2019,Tata,Hexa,30376,Diesel,Manual,Gujarat,16568.0,968000.0
2017,Hyundai,Grand i10,77325,Petrol,Auto,Karnataka,8675.0,444000.0
2021,Hyundai,VENUE,34800,Petrol,Manual,Haryana,10163.0,576000.0
2019,Maruti,Dzire,27750,Petrol,Manual,Delhi,7220.0,409000.0
2017,Renault,Kwid,129803,Petrol,Manual,Maharashtra,3531.0,159000.0
2021,Mahindra,Thar,85850,Diesel,Auto,Bihar,16266.0,950000.0
2012,Hyundai,Verna,38133,Petrol,Manual,West Bengal,20435.0,230000.0
2014,Maruti,Swift,19872,Petrol,Manual,West Bengal,7307.0,220000.0
2014,Hyundai,i10,72480,CNG,Manual,Maharashtra,22301.0,251000.0
2015,Maruti,Celerio,75694,Petrol,Auto,Madhya Pradesh,6057.0,230000.0
2018,Maruti,Celerio,67467,Petrol,Manual,Uttar Pradesh,4466.0,253000.0
2016,Maruti,Alto K10,27630,CNG,Manual,Maharashtra,6563.0,198000.0
2017,Maruti,Alto 800,29611,Petrol,Manual,Haryana,3548.0,181000.0
2022,Skoda,SLAVIA,69812,Petrol,Manual,Karnataka,14468.0,845000.0
2016,Renault,Kwid,87906,Petrol,Manual,Maharashtra,3759.0,169000.0
2014,Maruti,Alto 800,93724,Petrol,Manual,Telangana,4019.0,121000.0
2018,Datsun,Redi Go,30463,Petrol,Manual,Bihar,2974.0,168000.0
2019,Mahindra,Scorpio,57161,Diesel,Manual,Uttar Pradesh,13955.0,815000.0
2018,Maruti,Ciaz,59584,Petrol,Auto,Karnataka,11141.0,631000.0
2012,Volkswagen,Polo,128734,Diesel,Manual,Kerala,,191000.0
2023,MG,HECTOR PLUS,21069,Petrol,Auto,Maharashtra,31248.0,1825000.0
2018,Maruti,Celerio,79592,Petrol,Manual,Tamil Nadu,6195.0,351000.0
2016,Hyundai,Creta,87878,Petrol,Auto,Karnataka,16167.0,727000.0
2022,Toyota,Glanza,62831,Petrol,Manual,Karnataka,9169.0,519000.0
2022,KIA,CARENS,59624,Diesel,Manual,West Bengal,18321.0,1070000.0
2023,Hyundai,NEW I20,35729,Petrol,Auto,West Bengal,13327.0,755000.0
2023,Tata,PUNCH,46004,Petrol,Manual,Uttar Pradesh,8543.0,484000.0
2021,Jeep,Compass,63410,Diesel,Manual,Haryana,28960.0,1332000.0
2017,Hyundai,i20 Active,111,Petrol,Manual,Karnataka,10280.0,526000.0
2022,Tata,ALTROZ,45910,Petrol,Manual,Haryana,7008.0,397000.0
2021,Hyundai,VENUE,48742,Petrol,Manual,Karnataka,11457.0,649000.0
2018,Jeep,Compass,90015,Petrol,Auto,Uttar Pradesh,11457.0,649000.0
2016,Honda,Amaze,36232,Petrol,Manual,Delhi,6473.0,291000.0
2022,Nissan,MAGNITE,66035,Petrol,Manual,Haryana,7920.0,449000.0
2013,Hyundai,i10,104045,Petrol,Manual,Maharashtra,9179.0,195000.0
2020,Hyundai,Creta,67600,Petrol,Auto,Karnataka,19006.0,1110000.0
2018,Maruti,Celerio,73974,Petrol,Auto,Telangana,5861.0,332000.0
2018,Renault,Captur,43274,Petrol,Manual,Maharashtra,7940.0,450000.0
2016,Hyundai,Eon,55303,Petrol,Manual,Gujarat,3670.0,165000.0
2023,Honda,Amaze,40416,Petrol,Manual,Tamil Nadu,11827.0,670000.0
2016,Renault,Kwid,73072,Petrol,Manual,Karnataka,4048.0,182000.0
2018,Honda,City,51392,Petrol,Manual,West Bengal,8562.0,485000.0
2020,Datsun,Redi Go,25838,Petrol,Manual,Haryana,3513.0,199000.0
2017,Ford,Figo Aspire,32168,Petrol,Manual,Tamil Nadu,6491.0,332000.0
2019,Toyota,Glanza,45930,Petrol,Manual,West Bengal,7906.0,448000.0
2014,Maruti,Swift Dzire,89040,Petrol,Manual,Haryana,6975.0,210000.0
2018,Hyundai,Eon,25701,Petrol,Manual,Kerala,3319.0,188000.0
2020,KIA,SONET,74360,Petrol,Manual,Tamil Nadu,12111.0,686000.0
2018,Renault,Kwid,65589,Petrol,Manual,Gujarat,3354.0,190000.0
2021,Maruti,Baleno,14157,Petrol,Manual,Madhya Pradesh,9411.0,533000.0
2021,Maruti,Swift,72301,Petrol,Manual,Tamil Nadu,9243.0,524000.0
2018,Maruti,Alto 800,80610,Petrol,Manual,Bihar,2698.0,153000.0
2016,Honda,Jazz,83306,Petrol,Manual,Karnataka,8435.0,379000.0
2019,Hyundai,VENUE,51715,Petrol,Manual,Delhi,7308.0,414000.0
2024,Nissan,MAGNITE,18365,Petrol,Manual,Tamil Nadu,10747.0,609000.0
2025,Nissan,MAGNITE,2391,Petrol,Auto,Karnataka,12004.0,680000.0
2014,Tata,Zest,61924,Petrol,Manual,Maharashtra,7247.0,218000.0
2012,Audi,R8,22493,Petrol,Auto,Puducherry,528080.0,5975000.0
2022,Tata,TIAGO NRG,28771,Petrol,Manual,West Bengal,7287.0,413000.0
2021,Maruti,S PRESSO,57014,Petrol,Manual,Kerala,5172.0,293000.0
2015,Hyundai,Grand i10,92198,Petrol,Manual,Karnataka,7764.0,295000.0
2020,Hyundai,NEW SANTRO,115243,CNG,Manual,Maharashtra,9004.0,405000.0
2012,Hyundai,Verna,111489,Diesel,Manual,Andhra Pradesh,,255000.0
2021,Maruti,Swift,35798,Petrol,Manual,Maharashtra,9169.0,519000.0
2016,Maruti,Alto 800,55869,Petrol,Manual,Haryana,3292.0,148000.0
2016,Honda,City,59118,Petrol,Manual,Tamil Nadu,10229.0,460000.0
2019,Tata,Tiago,88754,Diesel,Manual,Kerala,4625.0,262000.0
2017,Hyundai,Elite i20,33805,Petrol,Auto,Karnataka,8558.0,438000.0
2015,Hyundai,Grand i10,82415,Petrol,Manual,Karnataka,7189.0,273000.0
2019,Hyundai,VENUE,63145,Petrol,Manual,Kerala,10994.0,623000.0
2015,Datsun,Go,149851,Petrol,Manual,Tamil Nadu,4213.0,160000.0
2017,Maruti,Wagon R 1.0,60978,Petrol,Auto,Tamil Nadu,6428.0,329000.0
2014,Ford,Ecosport,117219,Diesel,Manual,Tamil Nadu,17023.0,362000.0
2017,Maruti,Wagon R 1.0,88391,Petrol,Manual,Tamil Nadu,5748.0,294000.0
2018,Ford,FREESTYLE,130602,Diesel,Manual,Rajasthan,7786.0,350000.0
2019,Hyundai,Elite i20,28935,Petrol,Manual,Gujarat,10450.0,592000.0
2013,Hyundai,i10,48585,Petrol,Manual,West Bengal,8488.0,180000.0
2020,Volkswagen,Polo,33751,Petrol,Manual,Delhi,6814.0,386000.0
2014,Hyundai,i10,39040,Petrol,Manual,Uttar Pradesh,6085.0,183000.0
2017,Maruti,Baleno,72598,Petrol,Manual,Karnataka,7585.0,388000.0
2014,Hyundai,Grand i10,72675,Petrol,Manual,Haryana,8411.0,253000.0
